tag,kernel_id,block_id,sm_id,t_launch,t_dep_satisfied,t_end
trace_random,0,121,61,1785763601146720864,1785763601146720864,1785763601146824800
trace_random,0,122,76,1785763601146720832,1785763601146720832,1785763601146824896
trace_random,0,123,77,1785763601146720832,1785763601146720832,1785763601146824768
trace_random,0,124,90,1785763601146720832,1785763601146720832,1785763601146824800
trace_random,0,125,91,1785763601146720832,1785763601146720832,1785763601146824768
trace_random,0,126,104,1785763601146720864,1785763601146720864,1785763601146824800
trace_random,0,127,105,1785763601146720864,1785763601146720864,1785763601146824832
trace_random,0,128,118,1785763601146720896,1785763601146720896,1785763601146824800
trace_random,0,129,119,1785763601146720864,1785763601146720864,1785763601146824800
trace_random,0,130,132,1785763601146720800,1785763601146720800,1785763601146824736
trace_random,0,131,133,1785763601146720800,1785763601146720800,1785763601146824672
trace_random,0,132,138,1785763601146720864,1785763601146720864,1785763601146824672
trace_random,0,133,139,1785763601146720832,1785763601146720832,1785763601146824768
trace_random,0,134,14,1785763601146720800,1785763601146720800,1785763601146825056
trace_random,0,135,15,1785763601146720800,1785763601146720800,1785763601146825056
trace_random,0,136,30,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,137,31,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,138,46,1785763601146720832,1785763601146720832,1785763601146825056
trace_random,0,139,47,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,140,62,1785763601146720864,1785763601146720864,1785763601146825088
trace_random,0,141,63,1785763601146720864,1785763601146720864,1785763601146825120
trace_random,0,142,78,1785763601146720800,1785763601146720800,1785763601146825056
trace_random,0,143,79,1785763601146720800,1785763601146720800,1785763601146825088
trace_random,0,144,92,1785763601146720800,1785763601146720800,1785763601146825088
trace_random,0,145,93,1785763601146720864,1785763601146720864,1785763601146825088
trace_random,0,146,106,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,147,107,1785763601146720896,1785763601146720896,1785763601146825120
trace_random,0,148,120,1785763601146720896,1785763601146720896,1785763601146825120
trace_random,0,149,121,1785763601146720864,1785763601146720864,1785763601146825120
trace_random,0,150,134,1785763601146720800,1785763601146720800,1785763601146824928
trace_random,0,151,135,1785763601146720864,1785763601146720864,1785763601146824960
trace_random,0,152,140,1785763601146720864,1785763601146720864,1785763601146825248
trace_random,0,153,141,1785763601146720864,1785763601146720864,1785763601146824992
trace_random,0,154,0,1785763601146720800,1785763601146720800,1785763601146825184
trace_random,0,155,1,1785763601146720832,1785763601146720832,1785763601146825152
trace_random,0,156,16,1785763601146720832,1785763601146720832,1785763601146825248
trace_random,0,157,17,1785763601146720832,1785763601146720832,1785763601146825248
trace_random,0,158,32,1785763601146720832,1785763601146720832,1785763601146825216
trace_random,0,159,33,1785763601146720864,1785763601146720864,1785763601146825248
